 EVENT_ID;TYPE;AUTHOR   ;DATE      ;TIME       ;LAT     ;LON      ;DEPTH;CENTROID;AUTHOR   ;EX;MO   ;MW  ;EX;MRR   ;MTT   ;MPP   ;MRT   ;MTP   ;MPR   ;STRIKE;DIP  ;RAKE   ;STRIKE;DIP  ;RAKE   ;EX;T_VAL ;T_PL ;T_AZM ;P_VAL ;P_PL ;P_AZM ;N_VAL ;N_PL ;N_AZM 
636302539;ke  ;NEIC     ;15/12/2023;15:16,7;9,0922;-75,2317;23;TRUE    ;NEIC     ;15;6,71;4,5;15;2,269;0,878;-3,147;-0,919;-2;-5,684;49,02;17,45;129,56;188,13;76,63;78,68;15;5,876;57;83;-7,317;31;287;1,441;11;191
636332090;ke  ;NEIC     ;15/12/2023;24:22,2;7,2121;-76,2394;33;TRUE    ;NEIC     ;15;4,4;4,4;15;-0,362;-2,051;2,413;-2,743;2,442;-0,909;67,24;86,36;-41,24;160,42;48,86;-175,16;15;4,395;25;121;-4,412;31;15;0,018;49;243
636594615;ke  ;NEIC     ;19/01/2024;26:02,8;4,7177;-75,8662;55;TRUE    ;NEIC     ;17;3,31;5,6;17;0,719;-2,501;1,782;0,575;1,21;-2,039;145,9;78,89;139,84;245,14;50,74;14,42;17;3,423;36;98;-3,173;18;201;-0,25;49;313
636594615;ke  ;NEIC     ;19/01/2024;26:03,5;4,6146;-75,7655;60,5;TRUE    ;NEIC     ;17;2,98;5,6;17;1,263;-3,125;1,862;0,46;0,176;-1,108;129,96;69,54;146,62;232,93;58,97;24,07;17;2,714;38;88;-3,19;7;183;0,476;51;282
636594615;ke  ;GFZ      ;19/01/2024;26:04,7;4,7;-75,867;65;TRUE    ;GFZ      ;17;2,911;5,6;17;0,345;-2,827;2,483;0,171;0,121;-1,136;133,98;76,51;160,34;228,74;70,9;14,29;17;2,974;23,35;90,47;-2,843;3,81;182,11;-0,131;66,31;280,85
636594615;ke  ;GCMT     ;19/01/2024;26:08,4;4,74;-75,92;75,5;TRUE    ;GCMT     ;17;2,847;5,6;17;1,06;-2,57;1,52;0,553;0,752;-1,49;138;73;140;242;52;22;17;2,806;40;93;-2,888;13;194;0,091;47;298
636643575;ke  ;GCMT     ;21/01/2024;19:52,5;6,84;-73,1;152,2;TRUE    ;GCMT     ;16;3,885;5;16;1,13;0,785;-1,91;2,24;2,69;-0,396;9;51;165;109;78;40;16;3,715;36;337;-4,055;18;234;0,344;48;123
641517431;ke  ;NEIC     ;6/05/2024;01:53,4;8,0283;-75,3563;45;TRUE    ;NEIC     ;15;7,02;4,5;15;-6,758;1,074;5,684;0,701;-0,347;3,018;182,57;58,04;-83,66;350,72;32,52;-100,03;15;6,384;13;268;-7,519;76;111;1,135;5;359
641597467;ke  ;NEIC     ;25/06/2024;03:26,1;6,8531;-77,0374;32;TRUE    ;NEIC     ;15;8,42;4,6;15;0,332;-6,878;6,547;-1,96;2,287;-4,079;140,9;63,19;168,23;236,27;79,51;27,3;15;9,102;27;102;-7,503;11;6;-1,599;61;256
642055426;ke  ;AUST     ;12/09/2024;34:33,4;6,7614;-74,7417;69,5;TRUE    ;AUST     ;16;2,33;4,8;16;-1,242;-1,116;2,358;-0,404;0,747;-0,732;40,3;65,78;-49,53;155,98;46,07;-145,28;16;2,675;11,57;102,37;-1,59;51,32;357,56;-1,085;36,3;201,01
642055426;ke  ;NEIC     ;12/09/2024;34:33,4;6,6713;-74,828;56;TRUE    ;NEIC     ;15;5,38;4,4;15;-4,449;0,66;3,789;-2,223;2,281;-1,234;43,33;59,16;-72,45;191,67;35,05;-116,79;15;5,463;12;121;-5,296;70;353;-0,167;15;214
642051268;ke  ;GCMT     ;12/09/2024;34:34,3;6,91;-74,58;44,4;TRUE    ;GCMT     ;16;1,209;4,7;16;-1,24;0,832;0,4;-0,455;0,316;-0,075;68;56;-84;238;34;-99;16;1,083;11;154;-1,336;78;359;0,25;5;245
642435538;ke  ;AUST     ;5/11/2024;14:05,1;5,2893;-77,3516;10;TRUE    ;AUST     ;16;3,064;4,9;16;3,216;-1,618;-1,598;0,784;-0,967;-0,287;56,5;49,59;103,86;215,66;42,34;74,29;16;3,379;78,85;27,66;-2,597;3,68;136,73;-0,781;10,51;227,41
642435539;ke  ;GCMT     ;5/11/2024;14:09,2;5,42;-77,49;12;TRUE    ;GCMT     ;16;3,76;5;16;1,38;0,142;-1,52;-0,243;0,041;-3,46;184;79;92;352;12;79;16;3,696;56;97;-3,824;34;272;0,13;2;3
642435539;ke  ;NEIC     ;5/11/2024;14:13,5;5,3307;-77,4613;25,5;TRUE    ;NEIC     ;16;3,99;5;16;2,182;-0,393;-1,79;-0,835;-0,435;-3,309;16,93;15,5;92,4;194,44;74,52;89,33;16;4,115;60;103;-3,845;30;285;-0,27;1;195
642661634;ke  ;NEIC     ;26/12/2024;52:39,5;7,3229;-75,298;49;TRUE    ;NEIC     ;16;3,67;5;16;-1,909;3,212;-1,303;-1,46;0,574;-1,792;52,08;70,02;-124,99;296,06;39,65;-32,38;16;3,818;18;167;-3,512;52;281;-0,305;33;66
642661634;ke  ;AUST     ;26/12/2024;52:40,3;7,1848;-75,2452;74,6;TRUE    ;AUST     ;16;6,003;5,1;16;-3,68;1,401;2,279;-2,65;4,292;-0,497;68,25;63,59;-55,84;191,49;42,18;-138,52;16;6,614;12,1;134,29;-5,104;56,98;25,03;-1,51;30,2;231,45
642661634;ke  ;GCMT     ;26/12/2024;52:41,6;7,25;-75,2;43,9;TRUE    ;GCMT     ;16;3,726;5;16;-2,93;3,31;-0,37;-0,447;1,06;-1,65;51;58;-120;278;43;-52;16;3,713;8;162;-3,74;64;269;0,032;25;69
642661634;ke  ;NEIC     ;26/12/2024;52:43,1;7,3918;-75,32;40,5;TRUE    ;NEIC     ;16;3,72;5;16;-3,04;3,341;-0,301;-0,369;0,92;-1,621;53,78;56,15;-119,26;278,94;43,57;-53,92;16;3,647;7;164;-3,793;65;269;0,145;24;71
