year;month;day;hour;min;sec;ID_CAVE;lat;lon;dep;mag;qID;cID;nbrach;qnpair;qndiffP;qndiffS;rmsP;rmsS;eh;ez;et;latC;lonC;depC
2019;1;16;17;28;36;126874;5.897;-74.859;-1.47;1.3;32014;32013;1;0;0;0;0;0;-1;-1;-1;5.897;-74.859;-1.47
2020;3;31;0;53;7;145108;6.726;-72.966;-1.45;0.9;48718;13752;1;0;0;0;0;0;-1;-1;-1;6.726;-72.966;-1.45
2021;9;26;3;32;38;165737;6.307;-74.758;-1.45;0.9;68208;27794;1;0;0;0;0;0;-1;-1;-1;6.307;-74.758;-1.45
2019;3;3;9;17;28;128862;9.105;-73.693;-1.4;1.3;33599;33598;1;0;0;0;0;0;-1;-1;-1;9.105;-73.693;-1.4
2020;7;30;21;46;33;150174;6.587;-73.063;-1.39;1.2;53557;4653;1;0;0;0;0;0;-1;-1;-1;6.587;-73.063;-1.39
2020;10;29;17;53;17;153596;5.877;-74.873;-1.39;2.1;56968;11382;1;0;0;0;0;0;-1;-1;-1;5.877;-74.873;-1.39
2019;7;3;4;58;58;133972;6.79;-73.537;-1.38;0.8;39311;39310;1;0;0;0;0;0;-1;-1;-1;6.79;-73.537;-1.38
2020;5;4;6;42;34;146687;6.073;-73.915;-1.33;1.4;50392;4213;1;0;0;0;0;0;-1;-1;-1;6.073;-73.915;-1.33
2021;5;3;20;33;29.597;202254;5.95583;-74.86827;-1.318;1.2;64100;279;6;5;12;1;0.05;0.03;-1;-1;-1;5.936;-74.859;0
2018;12;4;18;58;5;124924;9.119;-73.965;-1.3;0.8;29837;29836;1;0;0;0;0;0;-1;-1;-1;9.119;-73.965;-1.3
2020;2;24;20;11;27;143432;5.738;-74.809;-1.24;0.6;47398;3550;1;0;0;0;0;0;-1;-1;-1;5.738;-74.809;-1.24
2020;8;23;4;14;19;150990;7.077;-73.247;-1.24;1.8;54355;12038;1;0;0;0;0;0;-1;-1;-1;7.077;-73.247;-1.24
2020;10;7;7;25;48;152699;6.246;-74.513;-1.2;1.6;56993;22749;1;0;0;0;0;0;-1;-1;-1;6.246;-74.513;-1.2
2020;8;23;23;18;2;150987;5.887;-74.831;-1.14;2.6;54673;11969;1;0;0;0;0;0;-1;-1;-1;5.887;-74.831;-1.14
2020;11;25;15;37;15;154581;8.315;-73.454;-1.13;1.8;57502;5142;1;0;0;0;0;0;-1;-1;-1;8.315;-73.454;-1.13
2020;6;30;23;48;14;148945;5.878;-74.885;-1.09;1.9;52435;4522;1;0;0;0;0;0;-1;-1;-1;5.878;-74.885;-1.09
2018;3;12;1;59;57;115808;5.106;-74.073;-1.01;1.7;21052;32231;1;0;0;0;0;0;-1;-1;-1;5.106;-74.073;-1.01
2018;3;23;13;38;35;116177;5.278;-74.005;-1;1.7;21620;3924;1;0;0;0;0;0;-1;-1;-1;5.278;-74.005;-1
2020;7;1;14;40;35;149009;6.832;-73.323;-1;1.4;53715;12165;1;0;0;0;0;0;-1;-1;-1;6.832;-73.323;-1
2021;3;12;9;37;38;158515;4.831;-74.877;-1;0.7;61975;20345;1;0;0;0;0;0;-1;-1;-1;4.831;-74.877;-1
2021;5;5;17;54;39;160355;5.773;-74.225;-1;1.2;64102;19278;1;0;0;0;0;0;-1;-1;-1;5.773;-74.225;-1
2019;9;25;17;45;29;137121;7.01;-73.38;-0.95;1.1;41376;20687;1;0;0;0;0;0;-1;-1;-1;7.01;-73.38;-0.95
2019;2;4;16;21;45;127795;5.913;-74.133;-0.93;2.2;33072;37177;1;0;0;0;0;0;-1;-1;-1;5.913;-74.133;-0.93
2021;4;12;0;22;9;159476;6.697;-74.546;-0.78;1.6;62892;9941;1;0;0;0;0;0;-1;-1;-1;6.697;-74.546;-0.78
2018;6;18;21;34;55;119054;5.835;-74.796;-0.75;0.7;24549;27173;1;0;0;0;0;0;-1;-1;-1;5.835;-74.796;-0.75
2019;7;14;20;7;37;134431;5.881;-74.197;-0.74;1.2;39361;39360;1;0;0;0;0;0;-1;-1;-1;5.881;-74.197;-0.74
2021;11;28;3;24;55;167888;6.014;-73.996;-0.72;0.9;70278;33122;1;0;0;0;0;0;-1;-1;-1;6.014;-73.996;-0.72
2021;10;14;18;44;50.294;166317;5.96079;-74.87867;-0.654;1;69243;279;6;3;5;1;0.14;0.03;-1;-1;-1;5.969;-74.873;-0.25
2019;5;14;20;27;45;132142;5.716;-74.83;-0.62;1.2;37040;37039;1;0;0;0;0;0;-1;-1;-1;5.716;-74.83;-0.62
2018;9;18;18;10;40.906;198918;6.98542;-74.09599;-0.616;1.2;26732;88;17;12;14;21;0.06;0.09;-1;-1;-1;6.988;-74.095;0
2020;2;6;7;30;20;142671;7.379;-73.18;-0.61;1.5;46569;14486;1;0;0;0;0;0;-1;-1;-1;7.379;-73.18;-0.61
2020;3;2;15;19;12;143748;5.807;-74.092;-0.6;1.2;48838;13707;1;0;0;0;0;0;-1;-1;-1;5.807;-74.092;-0.6
2021;9;23;18;37;45.992;165645;5.94442;-74.8619;-0.568;1.3;68085;279;6;5;11;3;0.17;0.45;-1;-1;-1;5.921;-74.85;-0.39
2019;8;30;22;38;35;136019;4.762;-74.673;-0.48;1;40293;40292;1;0;0;0;0;0;-1;-1;-1;4.762;-74.673;-0.48
2019;5;7;19;39;11;131831;5.726;-74.847;-0.47;0.8;37299;37298;1;0;0;0;0;0;-1;-1;-1;5.726;-74.847;-0.47
2020;9;30;18;49;49.471;152442;5.9442;-74.86039;-0.47;0.6;55792;279;6;5;13;2;0.15;0.38;-1;-1;-1;5.954;-74.845;-0.01
2019;8;9;9;37;10;135326;7.173;-73.181;-0.44;0.9;39571;39570;1;0;0;0;0;0;-1;-1;-1;7.173;-73.181;-0.44
2021;11;4;20;53;28.286;166964;7.30732;-74.19263;-0.431;1.1;69405;2021;2;1;1;3;0;0.01;-1;-1;-1;7.314;-74.182;0.71
2018;7;17;8;36;59;119720;6.273;-73.862;-0.43;0.8;25299;25298;1;0;0;0;0;0;-1;-1;-1;6.273;-73.862;-0.43
2021;2;5;20;18;0;157336;7.162;-73.218;-0.43;1.2;60357;21123;1;0;0;0;0;0;-1;-1;-1;7.162;-73.218;-0.43
2018;9;16;9;52;42;121770;5.033;-74.62;-0.42;2.6;26692;24520;1;0;0;0;0;0;-1;-1;-1;5.033;-74.62;-0.42
2019;1;10;10;8;28.924;199334;5.91672;-74.0925;-0.417;1.3;31907;1482;2;1;1;2;0;0;-1;-1;-1;5.905;-74.102;0
2019;5;13;6;56;28.588;199777;7.06181;-73.34394;-0.411;1.1;37029;569;4;2;4;6;0.02;0.01;-1;-1;-1;7.056;-73.333;0
2020;12;31;22;14;28;155923;5.872;-74.894;-0.41;1.7;58688;29343;1;0;0;0;0;0;-1;-1;-1;5.872;-74.894;-0.41
2021;8;31;5;28;18;164772;6.094;-74.235;-0.38;1.8;67056;17933;1;0;0;0;0;0;-1;-1;-1;6.094;-74.235;-0.38
2018;12;29;6;44;15;125968;5.983;-74.049;-0.35;1.7;30850;20473;1;0;0;0;0;0;-1;-1;-1;5.983;-74.049;-0.35
2020;5;12;20;39;20;147031;6.611;-73.058;-0.32;1.1;50679;6497;1;0;0;0;0;0;-1;-1;-1;6.611;-73.058;-0.32
2020;6;13;9;18;56;148249;6.798;-73.136;-0.32;1.5;51824;4431;1;0;0;0;0;0;-1;-1;-1;6.798;-73.136;-0.32
2021;1;17;23;27;42.805;156626;7.06367;-73.34083;-0.308;1;60056;569;4;3;5;6;0.01;0.01;-1;-1;-1;7.065;-73.343;0
2020;10;23;0;45;30;153361;8.909;-73.811;-0.29;2.2;56331;23077;1;0;0;0;0;0;-1;-1;-1;8.909;-73.811;-0.29
2018;10;16;23;1;53;122979;4.805;-74.638;-0.28;1.6;28526;11357;1;0;0;0;0;0;-1;-1;-1;4.805;-74.638;-0.28
2019;9;16;21;3;39;136699;6.353;-74.341;-0.25;1;40749;40748;1;0;0;0;0;0;-1;-1;-1;6.353;-74.341;-0.25
2018;9;20;19;20;23;121915;6.443;-73.829;-0.22;0.9;27071;24165;1;0;0;0;0;0;-1;-1;-1;6.443;-73.829;-0.22
2019;3;30;10;3;13;130272;6.6;-73.538;-0.22;1.1;34737;33992;1;0;0;0;0;0;-1;-1;-1;6.6;-73.538;-0.22
2021;6;8;13;52;29;161644;8.907;-73.612;-0.22;1.7;64377;38326;1;0;0;0;0;0;-1;-1;-1;8.907;-73.612;-0.22
2020;10;26;20;1;27;153478;5.811;-74.904;-0.2;0.7;56980;5687;1;0;0;0;0;0;-1;-1;-1;5.811;-74.904;-0.2
2021;4;10;17;24;3;159433;5.847;-73.651;-0.2;1.5;62887;19888;1;0;0;0;0;0;-1;-1;-1;5.847;-73.651;-0.2
2021;6;28;14;20;22;162369;6.494;-74.534;-0.2;1.5;65239;37592;1;0;0;0;0;0;-1;-1;-1;6.494;-74.534;-0.2
2016;2;24;12;3;14.052;196127;6.78578;-73.53167;-0.196;1.4;1006;241;6;5;10;8;0.01;0.01;-1;-1;-1;6.796;-73.535;0
2018;8;18;10;11;4;120697;7.681;-73.257;-0.19;0.7;25692;25691;1;0;0;0;0;0;-1;-1;-1;7.681;-73.257;-0.19
2016;11;13;16;51;56.021;196843;6.94413;-74.46062;-0.172;1.2;7831;2371;2;1;1;3;0;0.01;-1;-1;-1;6.938;-74.465;0
2019;11;7;16;11;41;138784;5.843;-74.92;-0.17;0.5;43816;7742;1;0;0;0;0;0;-1;-1;-1;5.843;-74.92;-0.17
2020;2;2;6;48;59;142513;4.954;-74.335;-0.17;1.5;46479;7258;1;0;0;0;0;0;-1;-1;-1;4.954;-74.335;-0.17
2016;2;21;4;57;37.12;196117;6.7862;-73.53167;-0.165;0.8;1147;241;6;5;7;8;0.01;0.01;-1;-1;-1;6.801;-73.533;0.2
2021;5;27;21;47;30;161147;6.545;-74.551;-0.15;1.3;64095;19280;1;0;0;0;0;0;-1;-1;-1;6.545;-74.551;-0.15
2020;4;5;8;35;42.137;145363;6.08948;-73.94408;-0.128;2.1;49120;2552;2;1;2;3;0.01;0;-1;-1;-1;6.1;-73.944;-0.18
2020;12;27;1;26;28;155754;6.005;-73.489;-0.12;1.5;58568;22073;1;0;0;0;0;0;-1;-1;-1;6.005;-73.489;-0.12
2018;9;22;4;6;52;121976;6.784;-73.551;-0.11;1.4;26804;26803;1;0;0;0;0;0;-1;-1;-1;6.784;-73.551;-0.11
2020;8;29;19;1;59;151213;5.862;-74.891;-0.11;1;54555;11998;1;0;0;0;0;0;-1;-1;-1;5.862;-74.891;-0.11
2019;2;10;0;39;48.076;128008;5.91928;-74.0925;-0.103;1.4;33450;1482;2;1;1;2;0;0;-1;-1;-1;5.931;-74.083;-0.52
2019;5;29;23;51;18.716;199837;5.69152;-74.27192;-0.101;1.4;37240;1657;2;1;4;3;0.15;0;-1;-1;-1;5.679;-74.267;0
2019;4;17;10;47;57;131068;7.003;-73.262;-0.09;1.5;35274;35273;1;0;0;0;0;0;-1;-1;-1;7.003;-73.262;-0.09
2016;6;20;7;34;38.619;196393;6.78831;-73.53037;-0.081;1.9;3165;241;6;5;15;12;0.01;0.02;-1;-1;-1;6.792;-73.528;0
2018;5;8;9;29;19;117859;5.297;-74.068;-0.08;1.6;23713;23712;1;0;0;0;0;0;-1;-1;-1;5.297;-74.068;-0.08
2020;5;6;18;32;10;146788;7.996;-73.725;-0.07;1.4;51377;25720;1;0;0;0;0;0;-1;-1;-1;7.996;-73.725;-0.07
2021;4;11;20;47;40;159471;6.926;-73.263;-0.07;1.1;62714;39931;1;0;0;0;0;0;-1;-1;-1;6.926;-73.263;-0.07
2019;5;2;15;50;12;131654;6.86;-73.487;-0.06;1.8;36154;36153;1;0;0;0;0;0;-1;-1;-1;6.86;-73.487;-0.06
2016;9;29;7;21;29.383;17997;6.00117;-74.00631;-0.059;1.1;5972;1233;2;1;3;2;0;0;-1;-1;-1;5.986;-74.007;0
2017;1;3;0;7;36.829;197006;7.37269;-73.13566;-0.052;1.2;8952;41;41;39;85;54;0.08;0.04;-1;-1;-1;7.383;-73.132;2.5
2020;2;28;0;23;56.863;200814;6.08852;-73.94592;-0.052;1.4;47401;2552;2;1;2;3;0.01;0;-1;-1;-1;6.078;-73.946;0
2020;1;16;17;17;38;141781;8.806;-74.226;-0.05;1.2;45728;29526;1;0;0;0;0;0;-1;-1;-1;8.806;-74.226;-0.05
2021;5;24;9;54;0;161073;7.56;-73.816;-0.05;0.7;63551;19542;1;0;0;0;0;0;-1;-1;-1;7.56;-73.816;-0.05
2021;4;13;9;22;14;159512;4.904;-74.612;-0.04;0.8;62322;40412;1;0;0;0;0;0;-1;-1;-1;4.904;-74.612;-0.04
2021;9;23;7;32;50;165643;7.598;-74.13;-0.04;1.5;67825;35210;1;0;0;0;0;0;-1;-1;-1;7.598;-74.13;-0.04
2018;3;10;18;43;59.859;115768;5.96266;-73.968;-0.031;1.2;21511;1573;2;1;7;4;0.01;0;-1;-1;-1;5.953;-73.972;-0.07
2018;2;24;21;44;55.736;198370;6.25474;-73.92063;-0.029;1.1;20723;2326;2;1;4;1;0.01;0;-1;-1;-1;6.258;-73.931;0
2018;9;29;7;31;16;122289;6.842;-73.549;-0.02;1;27000;13499;1;0;0;0;0;0;-1;-1;-1;6.842;-73.549;-0.02
2018;3;24;16;0;29.141;116237;5.96334;-73.968;-0.019;1.7;21632;1573;2;1;7;4;0.01;0;-1;-1;-1;5.973;-73.964;0.02
2019;5;18;20;56;49;132307;6.274;-74.702;-0.01;1.3;37093;37092;1;0;0;0;0;0;-1;-1;-1;6.274;-74.702;-0.01
2019;7;26;17;43;12;134838;5.229;-74.67;-0.01;1;39378;39377;1;0;0;0;0;0;-1;-1;-1;5.229;-74.67;-0.01
2020;7;21;4;54;45;149781;5.362;-74.664;-0.01;2.4;53264;26631;1;0;0;0;0;0;-1;-1;-1;5.362;-74.664;-0.01
2020;9;26;21;54;53;152308;5.895;-74.886;-0.01;1.4;55616;28794;1;0;0;0;0;0;-1;-1;-1;5.895;-74.886;-0.01
2020;9;22;22;7;58;152171;5.893;-74.827;-0.01;1;55780;23350;1;0;0;0;0;0;-1;-1;-1;5.893;-74.827;-0.01
2021;8;21;22;11;14;164397;5.874;-74.846;-0.01;1.3;67157;33577;1;0;0;0;0;0;-1;-1;-1;5.874;-74.846;-0.01
2016;7;4;9;26;10.018;15984;5.8173;-74.06894;-0.008;1.2;4323;1524;2;1;6;1;0;0;-1;-1;-1;5.819;-74.074;0
2016;1;16;2;18;39;196043;9.114;-73.452;0;1.4;233;14911;1;0;0;0;0;0;-1;-1;-1;9.114;-73.452;0
2016;1;29;5;18;44;196063;9.096;-73.722;0;1.3;419;13408;1;0;0;0;0;0;-1;-1;-1;9.096;-73.722;0
2016;1;30;9;11;47;196068;7.72;-73.317;0;1.4;439;28096;1;0;0;0;0;0;-1;-1;-1;7.72;-73.317;0
2016;2;14;8;30;32;196106;8.839;-73.492;0;1.3;836;26752;1;0;0;0;0;0;-1;-1;-1;8.839;-73.492;0
2016;2;23;9;28;15;1504;7.839;-74.398;0;1.3;984;15743;1;0;0;0;0;0;-1;-1;-1;7.839;-74.398;0
2016;2;26;0;27;19;196134;7.338;-73.128;0;0.6;1029;39064;1;0;0;0;0;0;-1;-1;-1;7.338;-73.128;0
2016;2;21;16;2;45;8089;5.047;-74.642;0;2.4;1151;36832;1;0;0;0;0;0;-1;-1;-1;5.047;-74.642;0
2016;2;5;9;33;11;13412;6.915;-73.493;0;0.8;1227;19632;1;0;0;0;0;0;-1;-1;-1;6.915;-73.493;0
2016;2;28;21;5;22;8093;4.921;-74.64;0;1.2;1263;40416;1;0;0;0;0;0;-1;-1;-1;4.921;-74.64;0
2016;3;10;21;48;19;196179;8.971;-73.645;0;2.1;1450;4956;1;0;0;0;0;0;-1;-1;-1;8.971;-73.645;0
2016;3;20;20;26;55;196196;6.822;-73.531;0;1.6;1613;12706;1;0;0;0;0;0;-1;-1;-1;6.822;-73.531;0
2016;3;30;5;44;26;8108;4.839;-74.742;0;1.7;1782;14256;1;0;0;0;0;0;-1;-1;-1;4.839;-74.742;0
2016;3;12;5;5;12;196182;7.049;-73.134;0;1;1826;7303;1;0;0;0;0;0;-1;-1;-1;7.049;-73.134;0
2016;3;9;22;29;58;196175;6.34;-74.712;0;1;2025;32400;1;0;0;0;0;0;-1;-1;-1;6.34;-74.712;0
2016;3;29;10;2;7;196222;4.793;-74.84;0;0.9;2041;18768;1;0;0;0;0;0;-1;-1;-1;4.793;-74.84;0
2016;4;1;4;28;56;196231;7.757;-74.175;0;0.6;2104;32978;1;0;0;0;0;0;-1;-1;-1;7.757;-74.175;0
2016;4;4;15;39;17;14699;7.564;-73.606;0;1.5;2173;28287;1;0;0;0;0;0;-1;-1;-1;7.564;-73.606;0
2016;4;15;3;40;19;1522;7.881;-74.101;0;1.6;2343;37489;1;0;0;0;0;0;-1;-1;-1;7.881;-74.101;0
2016;4;17;6;25;38;196266;6.77;-73.555;0;1.2;2381;19048;1;0;0;0;0;0;-1;-1;-1;6.77;-73.555;0
2016;4;20;14;39;36;15029;7.094;-73.197;0;1.2;2433;19463;1;0;0;0;0;0;-1;-1;-1;7.094;-73.197;0
2016;4;22;13;33;10;196274;8.019;-73.311;0;1.3;2469;19752;1;0;0;0;0;0;-1;-1;-1;8.019;-73.311;0
2016;4;26;11;14;52;196280;6.949;-74.271;0;1.1;2533;20263;1;0;0;0;0;0;-1;-1;-1;6.949;-74.271;0
2016;4;30;1;39;4;196281;6.069;-74.327;0;2;2574;20592;1;0;0;0;0;0;-1;-1;-1;6.069;-74.327;0
2016;4;1;20;48;11;196233;5.832;-74.777;0;1.4;2660;21280;1;0;0;0;0;0;-1;-1;-1;5.832;-74.777;0
2016;5;4;7;1;20;196292;7.646;-74.132;0;0.9;2771;22167;1;0;0;0;0;0;-1;-1;-1;7.646;-74.132;0
2016;5;6;17;37;35;196295;6.105;-74.33;0;2.7;2784;5567;1;0;0;0;0;0;-1;-1;-1;6.105;-74.33;0
2016;5;11;13;24;2;196306;9.077;-73.676;0;2.1;2815;22519;1;0;0;0;0;0;-1;-1;-1;9.077;-73.676;0
2016;5;12;7;48;28;196307;6.841;-74.207;0;0.8;2820;5639;1;0;0;0;0;0;-1;-1;-1;6.841;-74.207;0
2016;5;15;8;56;58;196313;8.987;-74.017;0;0.9;2833;11331;1;0;0;0;0;0;-1;-1;-1;8.987;-74.017;0
2016;5;31;17;23;55;196349;7.345;-74.059;0;1;2884;23072;1;0;0;0;0;0;-1;-1;-1;7.345;-74.059;0
2016;5;28;18;20;15;196340;5.66;-74.701;0;1.6;2897;23176;1;0;0;0;0;0;-1;-1;-1;5.66;-74.701;0
2016;5;16;0;16;18;196314;4.667;-74.401;0;1.8;2904;29046;1;0;0;0;0;0;-1;-1;-1;4.667;-74.401;0
2016;5;15;1;19;8;196311;6.069;-74.344;0;1.4;2912;23296;1;0;0;0;0;0;-1;-1;-1;6.069;-74.344;0
2016;5;16;2;43;42;196317;5.48;-74.583;0;1.7;2913;11651;1;0;0;0;0;0;-1;-1;-1;5.48;-74.583;0
2016;5;24;7;37;36;196333;5.922;-74.155;0;0.9;2916;23330;1;0;0;0;0;0;-1;-1;-1;5.922;-74.155;0
2016;5;14;22;15;4;196310;4.678;-74.485;0;1.5;2920;28871;1;0;0;0;0;0;-1;-1;-1;4.678;-74.485;0
2016;5;15;8;3;35;196312;4.656;-74.408;0;1.1;2921;11683;1;0;0;0;0;0;-1;-1;-1;4.656;-74.408;0
2016;5;23;7;19;33;196331;6.006;-74.794;0;1.3;2922;23375;1;0;0;0;0;0;-1;-1;-1;6.006;-74.794;0
2016;5;17;5;37;57;196320;6.145;-74.249;0;0.9;2928;23423;1;0;0;0;0;0;-1;-1;-1;6.145;-74.249;0
2016;6;6;7;13;26;196361;8.466;-73.422;0;0.9;3001;13980;1;0;0;0;0;0;-1;-1;-1;8.466;-73.422;0
2016;6;8;22;17;25;196364;5.836;-74.974;0;1.9;3044;27514;1;0;0;0;0;0;-1;-1;-1;5.836;-74.974;0
2016;6;16;18;17;35;196382;6.756;-74.464;0;1;3595;30125;1;0;0;0;0;0;-1;-1;-1;6.756;-74.464;0
2016;6;19;14;34;22;196390;7.077;-74.114;0;0.8;3596;7191;1;0;0;0;0;0;-1;-1;-1;7.077;-74.114;0
2016;7;15;6;21;5;196462;7.255;-73.081;0;0.3;3806;15223;1;0;0;0;0;0;-1;-1;-1;7.255;-73.081;0
2016;7;28;10;10;3;196489;6.943;-73.251;0;0.6;4025;9572;1;0;0;0;0;0;-1;-1;-1;6.943;-73.251;0
2016;7;14;21;34;35;4807;5.907;-74.88;0;1.4;4302;30091;1;0;0;0;0;0;-1;-1;-1;5.907;-74.88;0
2016;7;16;6;40;15;196466;6.248;-73.959;0;0.6;4368;27467;1;0;0;0;0;0;-1;-1;-1;6.248;-73.959;0
2016;8;12;6;11;51;196529;7.453;-73.137;0;0.4;4542;36336;1;0;0;0;0;0;-1;-1;-1;7.453;-73.137;0
2016;8;15;1;33;34;196538;6.802;-74.568;0;1.9;4564;36513;1;0;0;0;0;0;-1;-1;-1;6.802;-74.568;0
2016;8;30;8;36;32;196591;7.377;-73.221;0;0;4790;19159;1;0;0;0;0;0;-1;-1;-1;7.377;-73.221;0
2016;8;5;7;6;33;196509;6.331;-73.621;0;1.2;4850;9699;1;0;0;0;0;0;-1;-1;-1;6.331;-73.621;0
2016;8;13;2;1;15;196536;5.867;-74.254;0;1.2;4916;19664;1;0;0;0;0;0;-1;-1;-1;5.867;-74.254;0
2016;8;20;13;21;25;196548;5.789;-74.129;0;1.5;4989;19955;1;0;0;0;0;0;-1;-1;-1;5.789;-74.129;0
2016;8;13;23;9;55;12424;5.66;-74.336;0;0.8;5120;20479;1;0;0;0;0;0;-1;-1;-1;5.66;-74.336;0
2016;8;1;14;38;1;196502;6.53;-73.606;0;1.4;5157;20627;1;0;0;0;0;0;-1;-1;-1;6.53;-73.606;0
2016;9;11;5;2;5;196629;7.476;-74.226;0;0.6;5297;32033;1;0;0;0;0;0;-1;-1;-1;7.476;-74.226;0
2016;9;16;3;1;22;196645;6.93;-73.825;0;0.9;5353;31720;1;0;0;0;0;0;-1;-1;-1;6.93;-73.825;0
2016;9;24;5;58;18;196680;8.638;-73.417;0;1.1;5428;21712;1;0;0;0;0;0;-1;-1;-1;8.638;-73.417;0
2016;9;26;4;12;3;196683;7.38;-73.193;0;0.4;5451;21804;1;0;0;0;0;0;-1;-1;-1;7.38;-73.193;0
2016;9;28;2;29;7;196688;7.285;-73.21;0;1.1;5475;21900;1;0;0;0;0;0;-1;-1;-1;7.285;-73.21;0
2016;9;28;6;58;12;196691;9.104;-73.864;0;1;5480;21920;1;0;0;0;0;0;-1;-1;-1;9.104;-73.864;0
2016;9;17;14;23;41;196651;7.044;-73.331;0;0.7;5691;11381;1;0;0;0;0;0;-1;-1;-1;7.044;-73.331;0
2016;9;28;6;42;1;196689;7.384;-73.12;0;0.2;5817;23267;1;0;0;0;0;0;-1;-1;-1;7.384;-73.12;0
2016;9;29;10;19;30;9760;4.93;-74.792;0;1.9;5886;14322;1;0;0;0;0;0;-1;-1;-1;4.93;-74.792;0
2016;9;20;5;42;50;196661;7.377;-73.176;0;0.3;5929;11857;1;0;0;0;0;0;-1;-1;-1;7.377;-73.176;0
2016;9;15;14;22;40;196642;6.754;-74.505;0;0.6;5980;7018;1;0;0;0;0;0;-1;-1;-1;6.754;-74.505;0
2016;9;10;3;8;36;196626;7.027;-73.46;0;0.3;6020;24079;1;0;0;0;0;0;-1;-1;-1;7.027;-73.46;0
2016;10;22;1;47;21;196760;8.397;-73.331;0;0.8;6285;13159;1;0;0;0;0;0;-1;-1;-1;8.397;-73.331;0
2016;10;10;2;32;35;196733;7.358;-73.132;0;1.1;6637;26547;1;0;0;0;0;0;-1;-1;-1;7.358;-73.132;0
2016;10;15;4;9;39;18434;6.946;-73.436;0;1.1;6687;26747;1;0;0;0;0;0;-1;-1;-1;6.946;-73.436;0
2016;10;22;4;21;2;196756;6.8;-73.453;0;0.5;6722;26887;1;0;0;0;0;0;-1;-1;-1;6.8;-73.453;0
2016;10;24;5;30;34;196763;6.07;-74.412;0;1.8;6741;26964;1;0;0;0;0;0;-1;-1;-1;6.07;-74.412;0
2016;10;31;3;6;43;196790;7.209;-74.126;0;0.5;6910;27639;1;0;0;0;0;0;-1;-1;-1;7.209;-74.126;0
2016;11;22;14;37;30;12488;6.035;-73.511;0;1.4;7714;15427;1;0;0;0;0;0;-1;-1;-1;6.035;-73.511;0
2016;11;30;4;40;28;196896;5.633;-74.759;0;0.9;7802;20126;1;0;0;0;0;0;-1;-1;-1;5.633;-74.759;0
2016;12;8;0;40;42;196907;7.984;-73.354;0;1.2;8029;19216;1;0;0;0;0;0;-1;-1;-1;7.984;-73.354;0
2016;12;20;3;0;18;196942;7.706;-73.407;0;0.6;8244;38441;1;0;0;0;0;0;-1;-1;-1;7.706;-73.407;0
2016;12;24;19;5;9;20430;6.398;-73.354;0;1.4;8359;33435;1;0;0;0;0;0;-1;-1;-1;6.398;-73.354;0
2016;12;27;1;34;19;196982;9.102;-73.667;0;1.4;8421;32961;1;0;0;0;0;0;-1;-1;-1;9.102;-73.667;0
2016;12;27;2;4;27;196981;6.34;-73.502;0;0.9;8706;27963;1;0;0;0;0;0;-1;-1;-1;6.34;-73.502;0
2016;12;18;7;5;17;8203;4.885;-74.424;0;1.4;8746;34984;1;0;0;0;0;0;-1;-1;-1;4.885;-74.424;0
2016;12;30;20;16;19;196990;5.509;-74.732;0;1.3;8766;33003;1;0;0;0;0;0;-1;-1;-1;5.509;-74.732;0
2017;1;9;1;50;38;9796;4.807;-74.775;0;1.2;9859;39435;1;0;0;0;0;0;-1;-1;-1;4.807;-74.775;0
2017;2;1;6;27;41;197121;9.021;-73.51;0;1;10047;20093;1;0;0;0;0;0;-1;-1;-1;9.021;-73.51;0
2017;2;4;7;2;31;197131;7.935;-73.453;0;0.9;10118;20235;1;0;0;0;0;0;-1;-1;-1;7.935;-73.453;0
2017;2;7;8;5;49;197137;7.234;-73.983;0;0;10185;40739;1;0;0;0;0;0;-1;-1;-1;7.234;-73.983;0
2017;2;11;23;18;2;197150;8.517;-74.205;0;0.5;10271;41083;1;0;0;0;0;0;-1;-1;-1;8.517;-74.205;0
2017;2;24;12;54;3;5992;8.634;-73.422;0;1.4;10518;21035;1;0;0;0;0;0;-1;-1;-1;8.634;-73.422;0
2017;2;28;11;57;9;1618;8.747;-73.794;0;2.4;10583;21165;1;0;0;0;0;0;-1;-1;-1;8.747;-73.794;0
2017;2;5;2;21;27;8234;5.082;-74.694;0;2;10624;10623;1;0;0;0;0;0;-1;-1;-1;5.082;-74.694;0
2017;2;9;14;42;32;197145;7.357;-73.138;0;1.1;10656;10655;1;0;0;0;0;0;-1;-1;-1;7.357;-73.138;0
2017;2;19;10;39;35;22317;5.926;-74.05;0;1;10767;21533;1;0;0;0;0;0;-1;-1;-1;5.926;-74.05;0
2017;2;27;6;12;46;298;5.658;-74.848;0;1.6;10854;21708;1;0;0;0;0;0;-1;-1;-1;5.658;-74.848;0
2017;2;27;7;0;37;299;5.645;-74.825;0;1.6;10855;21709;1;0;0;0;0;0;-1;-1;-1;5.645;-74.825;0
2017;2;9;17;51;26;197147;4.9;-74.637;0;1.5;10875;2776;1;0;0;0;0;0;-1;-1;-1;4.9;-74.637;0
2017;2;20;15;49;42;12560;6.035;-74.364;0;1.4;10894;7794;1;0;0;0;0;0;-1;-1;-1;6.035;-74.364;0
2017;3;17;4;46;24;197255;7.559;-73.52;0;0.2;11257;15026;1;0;0;0;0;0;-1;-1;-1;7.559;-73.52;0
