year;month;day;hour;min;sec;ID_CAVE;lat;lon;dep;mag;qID;cID;nbrach;qnpair;qndiffP;qndiffS;rmsP;rmsS;eh;ez;et;latC;lonC;depC
2018;10;11;16;28;14;122778;6.818;-74.13;62.75;1.5;28593;22652;1;0;0;0;0;0;-1;-1;-1;6.818;-74.13;62.75
2017;4;26;4;40;39;1641;7.524;-74.158;62.8;1.9;12413;24825;1;0;0;0;0;0;-1;-1;-1;7.524;-74.158;62.8
2019;6;13;1;29;53;133288;4.646;-74.926;62.83;0.8;38285;38284;1;0;0;0;0;0;-1;-1;-1;4.646;-74.926;62.83
2017;5;3;18;8;55;4969;6.411;-74.254;62.9;0.9;13379;13378;1;0;0;0;0;0;-1;-1;-1;6.411;-74.254;62.9
2018;8;2;11;1;30;120164;8.275;-74.004;62.9;2.3;25390;25930;1;0;0;0;0;0;-1;-1;-1;8.275;-74.004;62.9
2020;11;19;3;2;43;154352;8.211;-74.086;62.94;1.5;57361;5638;1;0;0;0;0;0;-1;-1;-1;8.211;-74.086;62.94
2019;11;21;0;3;43;139352;6.209;-74.391;62.95;1.2;43927;2804;1;0;0;0;0;0;-1;-1;-1;6.209;-74.391;62.95
2020;8;26;6;22;53;151108;6.227;-73.506;62.99;1.6;54440;24043;1;0;0;0;0;0;-1;-1;-1;6.227;-73.506;62.99
2019;3;8;10;41;55;129144;7.604;-74.143;63;1.2;33737;33736;1;0;0;0;0;0;-1;-1;-1;7.604;-74.143;63
2020;10;11;23;20;10;152843;8.451;-73.888;63.12;1.8;56065;4954;1;0;0;0;0;0;-1;-1;-1;8.451;-73.888;63.12
2019;9;12;22;59;52;136512;8.461;-74.107;63.13;1.4;40670;40669;1;0;0;0;0;0;-1;-1;-1;8.461;-74.107;63.13
2018;10;19;13;43;25;123081;8.569;-74.083;63.23;1;27876;27875;1;0;0;0;0;0;-1;-1;-1;8.569;-74.083;63.23
2019;5;24;12;8;12;132577;5.871;-74.431;63.27;1.9;37179;37178;1;0;0;0;0;0;-1;-1;-1;5.871;-74.431;63.27
2018;3;30;2;57;35;116424;8.301;-74.081;63.28;0.8;21381;3968;1;0;0;0;0;0;-1;-1;-1;8.301;-74.081;63.28
2019;2;17;9;53;42;128240;7.751;-73.623;63.29;1.8;32776;16661;1;0;0;0;0;0;-1;-1;-1;7.751;-73.623;63.29
2019;1;3;1;19;33;126183;8.402;-74.219;63.3;0.8;31065;31064;1;0;0;0;0;0;-1;-1;-1;8.402;-74.219;63.3
2018;4;15;4;33;3;117058;9.099;-74.166;63.34;1.1;22146;3823;1;0;0;0;0;0;-1;-1;-1;9.099;-74.166;63.34
2019;3;6;20;50;22;129044;7.891;-73.933;63.34;1.5;33704;32941;1;0;0;0;0;0;-1;-1;-1;7.891;-73.933;63.34
2020;10;21;6;36;36;153290;5.18;-74.826;63.39;1.2;56929;22786;1;0;0;0;0;0;-1;-1;-1;5.18;-74.826;63.39
2021;2;23;9;50;52;157957;8.728;-73.954;63.39;1.8;60699;8470;1;0;0;0;0;0;-1;-1;-1;8.728;-73.954;63.39
2018;6;15;5;7;6;118980;7.714;-74.078;63.48;0.7;24111;27825;1;0;0;0;0;0;-1;-1;-1;7.714;-74.078;63.48
2018;10;10;8;29;42;122733;5.081;-74.855;63.48;1;28540;11349;1;0;0;0;0;0;-1;-1;-1;5.081;-74.855;63.48
2018;12;16;10;8;3;125423;6.398;-74.236;63.57;1.2;30994;30993;1;0;0;0;0;0;-1;-1;-1;6.398;-74.236;63.57
2020;7;14;22;42;24;149533;7.859;-74.08;63.57;1.3;53669;6087;1;0;0;0;0;0;-1;-1;-1;7.859;-74.08;63.57
2018;6;2;22;17;26;118612;8.713;-74.068;63.64;1.1;23886;23885;1;0;0;0;0;0;-1;-1;-1;8.713;-74.068;63.64
2017;9;18;9;28;19;2848;8.01;-73.478;63.7;1.5;16187;32373;1;0;0;0;0;0;-1;-1;-1;8.01;-73.478;63.7
2017;10;27;13;45;8;28513;6.586;-73.609;63.7;1;17238;29723;1;0;0;0;0;0;-1;-1;-1;6.586;-73.609;63.7
2018;3;28;2;51;3;116356;9.059;-74.275;63.76;1.6;21346;21345;1;0;0;0;0;0;-1;-1;-1;9.059;-74.275;63.76
2018;12;23;21;26;11;125706;4.992;-74.992;63.77;1.4;30865;20460;1;0;0;0;0;0;-1;-1;-1;4.992;-74.992;63.77
2019;6;9;13;20;46;133162;6.944;-74.411;63.78;1.1;38243;38242;1;0;0;0;0;0;-1;-1;-1;6.944;-74.411;63.78
2016;6;30;17;45;28;1536;7.776;-74.358;63.8;1.6;3300;26399;1;0;0;0;0;0;-1;-1;-1;7.776;-74.358;63.8
2018;1;27;3;25;38;12765;5.885;-74.36;63.8;1.4;20152;20151;1;0;0;0;0;0;-1;-1;-1;5.885;-74.36;63.8
2018;6;21;4;49;30;119132;8.546;-73.932;63.84;1;24208;24207;1;0;0;0;0;0;-1;-1;-1;8.546;-73.932;63.84
2019;7;13;7;24;12;134341;6.838;-74.521;63.84;1.3;38592;19295;1;0;0;0;0;0;-1;-1;-1;6.838;-74.521;63.84
2020;9;6;7;35;47;151527;6.679;-74.215;63.87;1.6;54935;11882;1;0;0;0;0;0;-1;-1;-1;6.679;-74.215;63.87
2020;11;22;4;7;50;154440;7.489;-74.251;63.94;1.5;57411;5130;1;0;0;0;0;0;-1;-1;-1;7.489;-74.251;63.94
2021;8;23;0;10;23;164473;8.437;-74.115;63.94;1.4;66734;18114;1;0;0;0;0;0;-1;-1;-1;8.437;-74.115;63.94
2018;12;5;4;19;40;124926;7.896;-74.253;63.97;0.8;29850;8228;1;0;0;0;0;0;-1;-1;-1;7.896;-74.253;63.97
2017;3;26;23;53;11;23319;6.239;-73.858;64;1.3;11775;3578;1;0;0;0;0;0;-1;-1;-1;6.239;-73.858;64
2017;7;12;10;0;28;1664;7.528;-74.134;64;1.4;14361;5134;1;0;0;0;0;0;-1;-1;-1;7.528;-74.134;64
2017;7;13;5;52;14;5026;6.478;-74.38;64;1.1;14944;14943;1;0;0;0;0;0;-1;-1;-1;6.478;-74.38;64
2017;8;31;20;27;17;5072;6.563;-74.261;64;1.4;15487;15486;1;0;0;0;0;0;-1;-1;-1;6.563;-74.261;64
2018;3;23;11;36;44;116174;7.731;-74.145;64;1;21264;21263;1;0;0;0;0;0;-1;-1;-1;7.731;-74.145;64
2019;3;18;6;20;56;129660;8.892;-73.869;64;1.3;33960;26491;1;0;0;0;0;0;-1;-1;-1;8.892;-73.869;64
2018;4;29;17;59;3;117526;7.909;-74.308;64.08;1.4;22432;2895;1;0;0;0;0;0;-1;-1;-1;7.909;-74.308;64.08
2017;8;18;10;40;58;213195;6.2702;-73.5254;64.1;3.5;15266;10418;1;0;0;0;0;0;-1;-1;-1;6.2702;-73.5254;64.1
2021;10;11;9;0;10;166202;5.716;-74.385;64.14;1.2;69007;34297;1;0;0;0;0;0;-1;-1;-1;5.716;-74.385;64.14
2021;11;17;3;39;31;167438;5.776;-74.295;64.14;1.1;70235;33081;1;0;0;0;0;0;-1;-1;-1;5.776;-74.295;64.14
2021;5;19;19;23;43;160866;7.859;-73.94;64.17;1.3;63454;9800;1;0;0;0;0;0;-1;-1;-1;7.859;-73.94;64.17
2021;3;27;12;47;19;159015;7.956;-74.204;64.19;1.6;62029;40646;1;0;0;0;0;0;-1;-1;-1;7.956;-74.204;64.19
2019;3;18;14;39;41;129661;8.019;-74.329;64.26;1;33971;26660;1;0;0;0;0;0;-1;-1;-1;8.019;-74.329;64.26
2019;10;1;21;52;13;137358;7.207;-74.302;64.27;1.3;42540;7977;1;0;0;0;0;0;-1;-1;-1;7.207;-74.302;64.27
2018;6;11;6;7;7;118867;8.559;-74.047;64.34;0.9;24039;6980;1;0;0;0;0;0;-1;-1;-1;8.559;-74.047;64.34
2018;7;25;22;40;35;119917;7.667;-74.221;64.34;0.8;24998;13259;1;0;0;0;0;0;-1;-1;-1;7.667;-74.221;64.34
2019;7;11;1;45;37;134261;4.824;-74.883;64.35;0.9;39391;39390;1;0;0;0;0;0;-1;-1;-1;4.824;-74.883;64.35
2018;10;16;15;57;23;122978;4.786;-74.653;64.36;1.1;28548;11345;1;0;0;0;0;0;-1;-1;-1;4.786;-74.653;64.36
2021;1;13;17;6;3;156433;8.86;-74.144;64.36;1.7;59432;5391;1;0;0;0;0;0;-1;-1;-1;8.86;-74.144;64.36
2020;2;2;0;57;27;142507;7.758;-74.064;64.37;1.3;47383;7105;1;0;0;0;0;0;-1;-1;-1;7.758;-74.064;64.37
2021;9;27;10;4;12;165767;8.633;-74.106;64.37;1;67924;26591;1;0;0;0;0;0;-1;-1;-1;8.633;-74.106;64.37
2018;10;11;3;14;27;122780;5.783;-74.387;64.39;1.4;28525;28524;1;0;0;0;0;0;-1;-1;-1;5.783;-74.387;64.39
2016;4;1;8;5;14;1517;7.306;-74.217;64.4;1.6;2111;17621;1;0;0;0;0;0;-1;-1;-1;7.306;-74.217;64.4
2019;8;22;12;50;36;135762;8.647;-74.11;64.41;1.5;39817;39816;1;0;0;0;0;0;-1;-1;-1;8.647;-74.11;64.41
2020;4;21;14;15;48;146108;7.694;-74.074;64.42;1.5;49726;3324;1;0;0;0;0;0;-1;-1;-1;7.694;-74.074;64.42
2021;9;6;3;17;41;164968;6.927;-74.052;64.43;1.1;68197;27769;1;0;0;0;0;0;-1;-1;-1;6.927;-74.052;64.43
2018;9;28;10;19;18;122258;6.38;-74.233;64.47;1.1;27158;24095;1;0;0;0;0;0;-1;-1;-1;6.38;-74.233;64.47
2019;12;8;14;5;36;140137;5.68;-73.92;64.47;1.3;44239;30637;1;0;0;0;0;0;-1;-1;-1;5.68;-73.92;64.47
2021;12;24;3;15;9;168860;6.285;-74.291;64.49;1;71263;39764;1;0;0;0;0;0;-1;-1;-1;6.285;-74.291;64.49
2017;7;29;19;48;31;26141;6.559;-74.131;64.5;1.4;14661;29321;1;0;0;0;0;0;-1;-1;-1;6.559;-74.131;64.5
2019;12;14;10;11;32;140440;7.738;-74.257;64.52;1.3;45059;15014;1;0;0;0;0;0;-1;-1;-1;7.738;-74.257;64.52
2020;6;14;9;47;21;148272;7.903;-74.249;64.55;1.6;51868;25933;1;0;0;0;0;0;-1;-1;-1;7.903;-74.249;64.55
2020;4;11;9;28;6;145606;6.874;-74.176;64.56;2.5;49331;13504;1;0;0;0;0;0;-1;-1;-1;6.874;-74.176;64.56
2021;6;17;4;35;22;161944;7.794;-74.016;64.61;1.7;64536;19082;1;0;0;0;0;0;-1;-1;-1;7.794;-74.016;64.61
2018;3;11;12;18;33;115772;8.549;-74.207;64.62;0.7;21044;16120;1;0;0;0;0;0;-1;-1;-1;8.549;-74.207;64.62
2018;7;27;7;22;17;119973;7.846;-74.26;64.64;0.7;25020;13245;1;0;0;0;0;0;-1;-1;-1;7.846;-74.26;64.64
2019;2;10;9;38;27;128002;8.362;-74.031;64.65;1.2;32653;37544;1;0;0;0;0;0;-1;-1;-1;8.362;-74.031;64.65
2018;3;22;0;22;41;116144;7.119;-73.308;64.69;1.1;21785;31189;1;0;0;0;0;0;-1;-1;-1;7.119;-73.308;64.69
2017;9;19;23;49;14;5090;7.5;-74.475;64.7;1.7;16223;32446;1;0;0;0;0;0;-1;-1;-1;7.5;-74.475;64.7
2018;10;21;2;29;23;123151;5.089;-74.734;64.7;1;28606;11319;1;0;0;0;0;0;-1;-1;-1;5.089;-74.734;64.7
2020;11;7;6;50;18;153958;6.396;-74.188;64.73;1.2;57957;5186;1;0;0;0;0;0;-1;-1;-1;6.396;-74.188;64.73
2020;3;18;0;16;1;144438;7.949;-74.03;64.75;1.7;48753;13740;1;0;0;0;0;0;-1;-1;-1;7.949;-74.03;64.75
2020;10;2;23;13;44;152536;6.183;-74.313;64.79;1.7;56942;14831;1;0;0;0;0;0;-1;-1;-1;6.183;-74.313;64.79
2020;8;5;15;43;19;150376;4.522;-74.861;64.83;0.8;54654;4773;1;0;0;0;0;0;-1;-1;-1;4.522;-74.861;64.83
2020;9;1;3;41;34;151351;6.495;-74.22;64.84;1.2;55845;23315;1;0;0;0;0;0;-1;-1;-1;6.495;-74.22;64.84
2021;11;27;3;31;57;167838;6.472;-74.667;64.9;0.4;70277;33525;1;0;0;0;0;0;-1;-1;-1;6.472;-74.667;64.9
2021;1;24;2;37;19;156859;7.833;-74.198;64.92;1.1;59630;21478;1;0;0;0;0;0;-1;-1;-1;7.833;-74.198;64.92
2019;5;5;7;38;31;131753;5.848;-74.45;64.99;1.1;36910;36909;1;0;0;0;0;0;-1;-1;-1;5.848;-74.45;64.99
2017;6;28;18;29;2;308;5.445;-74.782;65;1.5;14015;28029;1;0;0;0;0;0;-1;-1;-1;5.445;-74.782;65
2021;5;9;11;50;53;160525;6.737;-74.48;65;1.6;64108;9637;1;0;0;0;0;0;-1;-1;-1;6.737;-74.48;65
2021;12;20;14;22;30;168700;6.343;-74.459;65.08;1.2;71227;39440;1;0;0;0;0;0;-1;-1;-1;6.343;-74.459;65.08
2016;12;29;5;44;32;12516;6.048;-74.282;65.1;1.1;8465;33859;1;0;0;0;0;0;-1;-1;-1;6.048;-74.282;65.1
2018;10;3;15;53;20;122471;5.861;-73.736;65.14;0.9;28176;14087;1;0;0;0;0;0;-1;-1;-1;5.861;-73.736;65.14
2018;4;24;23;39;46;117350;8.599;-73.988;65.17;1.7;22346;15144;1;0;0;0;0;0;-1;-1;-1;8.599;-73.988;65.17
2019;7;7;1;21;31;134098;8.637;-74.026;65.17;1.8;38449;38448;1;0;0;0;0;0;-1;-1;-1;8.637;-74.026;65.17
2019;7;3;17;22;1;133964;6.573;-74.409;65.17;1.6;39023;39022;1;0;0;0;0;0;-1;-1;-1;6.573;-74.409;65.17
2021;9;5;20;42;6;164920;7.551;-74.116;65.22;2;67461;17589;1;0;0;0;0;0;-1;-1;-1;7.551;-74.116;65.22
2019;2;1;2;52;22;127649;7.507;-74.163;65.33;0.7;33509;17355;1;0;0;0;0;0;-1;-1;-1;7.507;-74.163;65.33
2018;9;23;8;7;50;122006;7.305;-74.233;65.34;2;26843;24345;1;0;0;0;0;0;-1;-1;-1;7.305;-74.233;65.34
2018;4;27;23;12;6;117456;8.516;-74.1;65.38;1.1;22396;15111;1;0;0;0;0;0;-1;-1;-1;8.516;-74.1;65.38
2018;2;1;14;14;52;30765;6.743;-74.107;65.4;1.5;20208;40415;1;0;0;0;0;0;-1;-1;-1;6.743;-74.107;65.4
2021;10;17;14;1;10;166430;6.322;-74.292;65.4;1.1;69064;30699;1;0;0;0;0;0;-1;-1;-1;6.322;-74.292;65.4
2019;3;24;6;14;1;129946;7.721;-74.031;65.42;1.5;34104;34103;1;0;0;0;0;0;-1;-1;-1;7.721;-74.031;65.42
2016;9;8;11;14;48;17469;6.76;-74.252;65.5;2.2;5288;8025;1;0;0;0;0;0;-1;-1;-1;6.76;-74.252;65.5
2019;3;16;8;15;36;129589;6.155;-74.435;65.52;1.1;34844;32790;1;0;0;0;0;0;-1;-1;-1;6.155;-74.435;65.52
2020;2;14;2;31;13;142982;5.887;-73.921;65.56;1;47562;3532;1;0;0;0;0;0;-1;-1;-1;5.887;-73.921;65.56
2020;5;31;1;48;47;147735;6.922;-74.035;65.56;1.5;51371;6385;1;0;0;0;0;0;-1;-1;-1;6.922;-74.035;65.56
2021;11;16;23;18;8;167395;8.079;-73.561;65.6;1.2;69617;32609;1;0;0;0;0;0;-1;-1;-1;8.079;-73.561;65.6
2018;6;15;11;11;17;118981;8.607;-74.079;65.62;1.3;24115;24114;1;0;0;0;0;0;-1;-1;-1;8.607;-74.079;65.62
2018;11;4;9;3;50;123696;6.578;-74.278;65.62;1.2;29310;29309;1;0;0;0;0;0;-1;-1;-1;6.578;-74.278;65.62
2019;3;16;14;51;24;129567;7.448;-74.323;65.63;1;33919;35202;1;0;0;0;0;0;-1;-1;-1;7.448;-74.323;65.63
2018;10;31;3;6;35;123515;6.326;-74.368;65.69;1.1;28561;14279;1;0;0;0;0;0;-1;-1;-1;6.326;-74.368;65.69
2019;6;19;14;55;54;133492;7.36;-74.167;65.71;1.3;38106;38105;1;0;0;0;0;0;-1;-1;-1;7.36;-74.167;65.71
2019;7;28;12;18;5;134910;7.419;-74.131;65.76;2.2;38908;38907;1;0;0;0;0;0;-1;-1;-1;7.419;-74.131;65.76
2018;7;15;23;13;2;119666;8.411;-74.142;65.77;1.6;24833;26760;1;0;0;0;0;0;-1;-1;-1;8.411;-74.142;65.77
2016;6;13;5;10;28;1532;7.653;-74.258;65.8;1.6;3387;13547;1;0;0;0;0;0;-1;-1;-1;7.653;-74.258;65.8
2019;2;23;22;11;26;128501;6.059;-74.473;65.84;1.4;33440;18046;1;0;0;0;0;0;-1;-1;-1;6.059;-74.473;65.84
2020;5;2;22;14;21;146619;6.059;-74.355;65.86;2.1;50337;4191;1;0;0;0;0;0;-1;-1;-1;6.059;-74.355;65.86
2019;6;8;1;38;45;133126;6.445;-74.224;65.88;2.3;37503;37502;1;0;0;0;0;0;-1;-1;-1;6.445;-74.224;65.88
2019;1;29;11;50;19;127497;6.768;-74.269;65.92;1.2;32255;9403;1;0;0;0;0;0;-1;-1;-1;6.768;-74.269;65.92
2019;1;21;7;47;7;127111;7.657;-74.268;65.95;1.2;31533;31532;1;0;0;0;0;0;-1;-1;-1;7.657;-74.268;65.95
2019;8;24;5;46;23;135835;6.455;-74.281;65.99;1;40382;40381;1;0;0;0;0;0;-1;-1;-1;6.455;-74.281;65.99
2021;3;30;9;24;56;159095;7.847;-74.042;66.13;1.2;61690;20477;1;0;0;0;0;0;-1;-1;-1;7.847;-74.042;66.13
2018;6;2;6;9;11;118610;7.756;-74.099;66.15;1.3;23872;23871;1;0;0;0;0;0;-1;-1;-1;7.756;-74.099;66.15
2020;8;5;9;4;42;150394;6.189;-73.818;66.16;1.3;54737;23904;1;0;0;0;0;0;-1;-1;-1;6.189;-73.818;66.16
2018;12;31;9;12;51;126042;8.176;-74.124;66.18;0.9;30423;10460;1;0;0;0;0;0;-1;-1;-1;8.176;-74.124;66.18
2017;10;27;12;33;51;1705;7.731;-73.754;66.2;1.2;17236;34472;1;0;0;0;0;0;-1;-1;-1;7.731;-73.754;66.2
2021;10;3;5;22;12;165957;6.229;-74.625;66.2;1.2;69227;31316;1;0;0;0;0;0;-1;-1;-1;6.229;-74.625;66.2
2018;11;15;1;50;51;124108;6.859;-74.301;66.22;1.3;29580;29579;1;0;0;0;0;0;-1;-1;-1;6.859;-74.301;66.22
2019;6;28;18;35;18;133777;7.331;-74.222;66.23;1.6;37872;18935;1;0;0;0;0;0;-1;-1;-1;7.331;-74.222;66.23
2021;12;3;18;38;16;168064;9.327;-74.122;66.27;1.8;70426;33241;1;0;0;0;0;0;-1;-1;-1;9.327;-74.122;66.27
2016;6;8;10;31;55;4791;6.313;-74.283;66.3;1.4;3323;12309;1;0;0;0;0;0;-1;-1;-1;6.313;-74.283;66.3
2019;2;5;3;48;27;127798;7.541;-74.145;66.35;1.3;32562;16470;1;0;0;0;0;0;-1;-1;-1;7.541;-74.145;66.35
2020;1;31;2;4;15;142436;6.6;-74.124;66.37;1;46233;14590;1;0;0;0;0;0;-1;-1;-1;6.6;-74.124;66.37
2018;9;8;21;17;12;121475;7.728;-74.128;66.4;1;26535;3302;1;0;0;0;0;0;-1;-1;-1;7.728;-74.128;66.4
2019;3;1;8;45;38;128777;7.025;-73.762;66.42;0.8;34891;33845;1;0;0;0;0;0;-1;-1;-1;7.025;-73.762;66.42
2021;3;14;18;14;27;158576;6.448;-74.461;66.43;4.4;61414;41245;1;0;0;0;0;0;-1;-1;-1;6.448;-74.461;66.43
2020;12;23;5;3;40;155613;7.901;-74.247;66.45;1.2;58486;5232;1;0;0;0;0;0;-1;-1;-1;7.901;-74.247;66.45
2018;3;9;19;21;44;115718;7.823;-74.008;66.49;1.7;21014;32278;1;0;0;0;0;0;-1;-1;-1;7.823;-74.008;66.49
2016;11;18;15;22;56;4866;6.305;-74.265;66.5;1.5;7700;10256;1;0;0;0;0;0;-1;-1;-1;6.305;-74.265;66.5
2019;1;24;1;42;46;127234;7.726;-74.235;66.5;1.2;32441;32440;1;0;0;0;0;0;-1;-1;-1;7.726;-74.235;66.5
2018;5;12;15;51;37;117991;7.364;-73.95;66.51;1.8;23139;3020;1;0;0;0;0;0;-1;-1;-1;7.364;-73.95;66.51
2021;2;10;13;31;37;157515;7.726;-73.808;66.52;1.6;60446;16094;1;0;0;0;0;0;-1;-1;-1;7.726;-73.808;66.52
2018;8;10;6;3;2;120441;6.59;-74.287;66.56;1.3;25531;12870;1;0;0;0;0;0;-1;-1;-1;6.59;-74.287;66.56
2016;9;16;14;32;43;17679;6.314;-74.21;66.6;1.5;5683;22731;1;0;0;0;0;0;-1;-1;-1;6.314;-74.21;66.6
2018;6;1;19;43;19;118582;8.295;-74.322;66.6;1.4;23863;23862;1;0;0;0;0;0;-1;-1;-1;8.295;-74.322;66.6
2018;9;5;5;9;0;121331;8.76;-74.061;66.68;0.8;26447;4579;1;0;0;0;0;0;-1;-1;-1;8.76;-74.061;66.68
2021;3;1;14;28;24;158163;5.997;-74.38;66.69;1.7;61945;40717;1;0;0;0;0;0;-1;-1;-1;5.997;-74.38;66.69
2016;1;8;8;54;57;1488;7.774;-74.272;66.7;1.3;121;3871;1;0;0;0;0;0;-1;-1;-1;7.774;-74.272;66.7
2018;1;3;6;23;38;1729;8.23;-74.263;66.7;2.1;19556;19555;1;0;0;0;0;0;-1;-1;-1;8.23;-74.263;66.7
2020;2;1;7;6;41;142469;8.028;-74.217;66.73;1;47516;14157;1;0;0;0;0;0;-1;-1;-1;8.028;-74.217;66.73
2019;2;16;3;7;18;128196;7.522;-74.401;66.77;1.1;32742;32741;1;0;0;0;0;0;-1;-1;-1;7.522;-74.401;66.77
2021;5;26;12;5;57;161116;8.66;-73.842;66.77;1.8;63595;9756;1;0;0;0;0;0;-1;-1;-1;8.66;-73.842;66.77
2018;8;21;1;26;10;120807;8.303;-73.964;66.79;0.9;25747;25746;1;0;0;0;0;0;-1;-1;-1;8.303;-73.964;66.79
2020;1;4;5;6;26;141325;8.415;-74.296;66.79;1.7;45341;2936;1;0;0;0;0;0;-1;-1;-1;8.415;-74.296;66.79
2020;7;26;4;42;35;149989;7.623;-74.096;66.79;1.8;53426;12248;1;0;0;0;0;0;-1;-1;-1;7.623;-74.096;66.79
2021;5;16;3;39;13;160776;6.356;-74.266;66.85;1.3;63381;19642;1;0;0;0;0;0;-1;-1;-1;6.356;-74.266;66.85
2018;11;17;19;29;11;124173;7.361;-74.143;66.86;1.2;29673;15710;1;0;0;0;0;0;-1;-1;-1;7.361;-74.143;66.86
2019;9;18;5;32;25;136756;8.454;-74.102;66.87;2.3;40785;40784;1;0;0;0;0;0;-1;-1;-1;8.454;-74.102;66.87
2018;9;26;5;20;40;122145;8.885;-73.768;66.89;0.7;26925;3213;1;0;0;0;0;0;-1;-1;-1;8.885;-73.768;66.89
2021;5;17;22;27;25;160802;8.497;-74.085;66.9;1.4;63418;9809;1;0;0;0;0;0;-1;-1;-1;8.497;-74.085;66.9
2018;4;2;11;1;29;116566;8.338;-74.004;66.91;2.3;21912;21911;1;0;0;0;0;0;-1;-1;-1;8.338;-74.004;66.91
2019;9;7;5;22;26;136318;7.002;-74.132;66.95;0.9;41579;32624;1;0;0;0;0;0;-1;-1;-1;7.002;-74.132;66.95
2020;8;7;14;34;37;150438;8.694;-74.066;66.98;2;54739;14048;1;0;0;0;0;0;-1;-1;-1;8.694;-74.066;66.98
2018;10;21;8;18;44;123144;8.078;-74.054;67;0.7;27913;27912;1;0;0;0;0;0;-1;-1;-1;8.078;-74.054;67
2021;8;15;4;26;47;164160;7.296;-74.203;67.02;1.3;66586;36349;1;0;0;0;0;0;-1;-1;-1;7.296;-74.203;67.02
2019;7;6;22;31;39;134073;4.694;-74.79;67.16;1.2;39390;39389;1;0;0;0;0;0;-1;-1;-1;4.694;-74.79;67.16
2020;2;2;23;39;39;142509;8.5;-73.983;67.18;1.8;47447;28376;1;0;0;0;0;0;-1;-1;-1;8.5;-73.983;67.18
2021;12;4;8;13;15;168097;9.071;-74.009;67.2;1.5;70437;33245;1;0;0;0;0;0;-1;-1;-1;9.071;-74.009;67.2
2021;4;15;9;16;31;159596;8.476;-74.007;67.28;1.5;62376;8878;1;0;0;0;0;0;-1;-1;-1;8.476;-74.007;67.28
2020;3;6;21;16;39;143900;8.4;-74.105;67.32;1.1;48947;13641;1;0;0;0;0;0;-1;-1;-1;8.4;-74.105;67.32
2019;10;2;16;33;25;137436;6.186;-74.335;67.39;1.8;41653;32574;1;0;0;0;0;0;-1;-1;-1;6.186;-74.335;67.39
2019;5;19;9;33;43;132362;8.119;-73.688;67.41;1;36569;36568;1;0;0;0;0;0;-1;-1;-1;8.119;-73.688;67.41
2019;3;23;23;26;53;129944;7.209;-73.009;67.45;1.2;34097;27751;1;0;0;0;0;0;-1;-1;-1;7.209;-73.009;67.45
2020;4;16;10;41;8;145879;6.526;-74.12;67.47;1.1;50213;4175;1;0;0;0;0;0;-1;-1;-1;6.526;-74.12;67.47
2019;1;7;13;31;21;126377;8.033;-73.948;67.48;1.7;31172;31171;1;0;0;0;0;0;-1;-1;-1;8.033;-73.948;67.48
2019;5;6;16;21;50;131826;7.103;-72.999;67.49;1.4;36245;36244;1;0;0;0;0;0;-1;-1;-1;7.103;-72.999;67.49
2020;1;26;10;6;56;142226;8.285;-73.947;67.49;1.6;46328;23163;1;0;0;0;0;0;-1;-1;-1;8.285;-73.947;67.49
2016;2;19;23;46;24;1502;7.899;-74.037;67.5;1.4;924;7391;1;0;0;0;0;0;-1;-1;-1;7.899;-74.037;67.5
2018;10;26;6;43;8;123321;8.573;-74.013;67.5;1.5;28023;11618;1;0;0;0;0;0;-1;-1;-1;8.573;-74.013;67.5
2021;8;6;7;41;19;163829;7.566;-74.117;67.51;1.5;66432;36463;1;0;0;0;0;0;-1;-1;-1;7.566;-74.117;67.51
2020;5;10;12;6;45;146898;8.768;-73.939;67.53;1.8;50594;26056;1;0;0;0;0;0;-1;-1;-1;8.768;-73.939;67.53
2019;1;26;20;32;27;127334;7.171;-74.314;67.56;1;32254;19097;1;0;0;0;0;0;-1;-1;-1;7.171;-74.314;67.56
2020;10;19;0;23;26;153208;6.59;-73.628;67.56;0.8;56978;11377;1;0;0;0;0;0;-1;-1;-1;6.59;-73.628;67.56
2020;5;12;0;37;15;146991;6.072;-74.389;67.59;1.2;51418;4381;1;0;0;0;0;0;-1;-1;-1;6.072;-74.389;67.59
2018;12;19;6;17;3;125525;6.198;-74.389;67.6;1;30917;30916;1;0;0;0;0;0;-1;-1;-1;6.198;-74.389;67.6
2018;9;6;8;22;29;121378;8.273;-74.183;67.63;1;26472;24714;1;0;0;0;0;0;-1;-1;-1;8.273;-74.183;67.63
2021;2;15;17;20;11;157662;8.535;-74.214;67.63;1.3;60540;10527;1;0;0;0;0;0;-1;-1;-1;8.535;-74.214;67.63
2018;12;22;3;38;34;125644;8.491;-74.038;67.66;1.4;30241;21074;1;0;0;0;0;0;-1;-1;-1;8.491;-74.038;67.66
2019;8;5;20;12;52;135188;7.006;-74.045;67.66;2.4;39517;39516;1;0;0;0;0;0;-1;-1;-1;7.006;-74.045;67.66
2020;6;14;5;10;54;148271;9.082;-74.193;67.69;1.3;52496;4531;1;0;0;0;0;0;-1;-1;-1;9.082;-74.193;67.69
2016;11;17;15;27;17;19403;6.76;-73.762;67.7;1.1;7690;8665;1;0;0;0;0;0;-1;-1;-1;6.76;-73.762;67.7
2021;5;23;7;50;38;161023;8.558;-74.108;67.74;1.2;63532;9777;1;0;0;0;0;0;-1;-1;-1;8.558;-74.108;67.74
